,year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,Statecode,Non-carrier,carrier-related
1354,2021,12,UA,United Air Lines Inc.,JAX,"Jacksonville, FL: Jacksonville International",138,54,27.27,0,4.46,0,22.27,3,0,3845,1894,0,196,0,1755,FL,196,7497
1355,2021,12,UA,United Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",121,14,8.46,0,1.11,0,4.43,7,0,759,297,0,26,0,436,NY,26,1499
1356,2021,12,UA,United Air Lines Inc.,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",205,45,28.19,0,7.64,0,9.17,5,0,3470,1853,0,239,0,1378,HI,239,6706
1357,2021,12,UA,United Air Lines Inc.,LAS,"Las Vegas, NV: McCarran International",963,255,108.31,4.4,63.45,0,78.84,27,3,14182,5558,281,2681,0,5662,NV,2962,25432
1358,2021,12,UA,United Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2119,479,239.87,3.71,135.04,0,100.39,84,6,31491,16440,415,5142,0,9494,CA,5557,57515
1359,2021,12,UA,United Air Lines Inc.,LGA,"New York, NY: LaGuardia",465,101,34,1,16.49,0.4,49.12,9,0,6262,2096,17,632,48,3469,NY,649,11884
1360,2021,12,UA,United Air Lines Inc.,LIH,"Lihue, HI: Lihue Airport",142,35,20.21,0,9.21,0,5.58,3,1,1736,786,0,282,0,668,HI,282,3194
1361,2021,12,UA,United Air Lines Inc.,MCI,"Kansas City, MO: Kansas City International",144,42,25.87,1.33,2.92,0,11.88,2,0,3230,1950,71,124,0,1085,MO,195,6267
1362,2021,12,UA,United Air Lines Inc.,MCO,"Orlando, FL: Orlando International",1249,263,133.58,1.83,43.88,0,83.71,49,2,16313,7603,195,1609,0,6906,FL,1804,30873
1363,2021,12,UA,United Air Lines Inc.,MEM,"Memphis, TN: Memphis International",18,2,1.59,0,0,0,0.41,0,0,246,152,0,0,0,94,TN,0,492
1364,2021,12,UA,United Air Lines Inc.,MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International",31,6,4.08,0,1.44,0,0.48,0,0,219,111,0,62,0,46,TX,62,376
1365,2021,12,UA,United Air Lines Inc.,MFR,"Medford, OR: Rogue Valley International - Medford",31,15,7.19,1,1.02,0,5.79,0,0,1573,373,627,87,0,486,OR,714,2432
1366,2021,12,UA,United Air Lines Inc.,MIA,"Miami, FL: Miami International",554,160,71.52,0,27.45,0,61.03,24,3,9635,3718,0,1304,0,4613,FL,1304,17993
1367,2021,12,UA,United Air Lines Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",85,14,6.56,0,2.17,0,5.27,2,0,938,464,0,102,0,372,WI,102,1776
1368,2021,12,UA,United Air Lines Inc.,MSO,"Missoula, MT: Missoula International",47,21,11.58,0,1.05,0,8.36,0,0,1310,625,0,93,0,592,MT,93,2527
1369,2021,12,UA,United Air Lines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",249,72,31.29,3.46,9.92,0,27.33,5,1,5920,2347,770,427,0,2376,MN,1197,10649
1370,2021,12,UA,United Air Lines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",398,89,44.07,2.62,9.39,0,32.91,12,11,5488,2642,316,333,0,2197,LA,649,10350
1371,2021,12,UA,United Air Lines Inc.,MTJ,"Montrose/Delta, CO: Montrose Regional",64,28,11.9,0.83,6.97,0,8.31,4,1,2728,683,574,346,0,1125,CO,920,4541
1372,2021,12,UA,United Air Lines Inc.,OGG,"Kahului, HI: Kahului Airport",328,124,50.18,2.05,59.54,0,12.24,10,1,5808,2393,60,2058,0,1297,HI,2118,9509
1373,2021,12,UA,United Air Lines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",8,4,0.64,0,0.23,0,3.14,0,0,221,27,0,5,0,189,OK,5,437
1374,2021,12,UA,United Air Lines Inc.,OMA,"Omaha, NE: Eppley Airfield",151,42,16.42,0.28,6.18,0,19.12,6,0,3075,1260,35,194,0,1586,NE,229,5927
1375,2021,12,UA,United Air Lines Inc.,ONT,"Ontario, CA: Ontario International",92,35,14.53,0,9.9,0,10.57,1,1,2238,776,0,343,0,1119,CA,343,4135
1376,2021,12,UA,United Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",5034,890,382.12,12.38,204.67,0.05,290.78,149,3,57362,23066,816,8231,17,25232,IL,9047,105829
1377,2021,12,UA,United Air Lines Inc.,ORF,"Norfolk, VA: Norfolk International",85,22,11.49,0.7,1.2,0,8.61,1,0,1256,547,21,52,0,636,VA,73,2440
1378,2021,12,UA,United Air Lines Inc.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",356,104,50.89,0,19.87,0,33.24,23,0,5486,2349,0,885,0,2252,FL,885,10110
1379,2021,12,UA,United Air Lines Inc.,PDX,"Portland, OR: Portland International",471,133,77.4,0,21.86,0,33.74,2,1,6991,4175,0,718,0,2098,OR,718,13267
1380,2021,12,UA,United Air Lines Inc.,PHL,"Philadelphia, PA: Philadelphia International",326,57,29.46,3,4.2,0,20.34,8,1,3471,1372,70,192,0,1837,PA,262,6689
1381,2021,12,UA,United Air Lines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",792,172,79.66,2.31,35.7,0.34,53.99,23,0,10251,4079,177,1237,30,4728,AZ,1414,19111
1382,2021,12,UA,United Air Lines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",141,26,12.25,0,0.26,0,13.49,3,0,1588,723,0,8,0,857,PA,8,3171
1383,2021,12,UA,United Air Lines Inc.,PNS,"Pensacola, FL: Pensacola International",31,10,5.03,1,0.08,0,3.9,1,0,1225,280,612,12,0,321,FL,624,1827
1384,2021,12,UA,United Air Lines Inc.,PSP,"Palm Springs, CA: Palm Springs International",54,23,10.58,0,2.12,0,10.29,0,0,1215,405,0,121,0,689,CA,121,2309
1385,2021,12,UA,United Air Lines Inc.,RAP,"Rapid City, SD: Rapid City Regional",30,10,4.73,0,1.95,0,3.32,4,0,472,221,0,64,0,187,SD,64,884
1386,2021,12,UA,United Air Lines Inc.,RDM,"Bend/Redmond, OR: Roberts Field",45,15,8.07,0,0.77,0,6.15,0,0,898,373,0,18,0,507,OR,18,1778
1387,2021,12,UA,United Air Lines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",267,88,46.09,0,12.35,0,29.55,7,0,6404,3077,0,473,0,2854,NC,473,12342
1388,2021,12,UA,United Air Lines Inc.,RIC,"Richmond, VA: Richmond International",96,34,9.78,0,10.91,0,13.31,0,0,1707,414,0,241,0,1052,VA,241,3173
1389,2021,12,UA,United Air Lines Inc.,RNO,"Reno, NV: Reno/Tahoe International",105,32,18.06,0,4.28,0,9.66,0,0,1470,708,0,200,0,562,NV,200,2740
1390,2021,12,UA,United Air Lines Inc.,ROC,"Rochester, NY: Greater Rochester International",66,12,1.48,0,4.1,0,6.42,2,1,473,79,0,120,0,274,NY,120,829
1391,2021,12,UA,United Air Lines Inc.,RSW,"Fort Myers, FL: Southwest Florida International",709,165,74.2,0.54,32.1,0,58.16,25,4,8286,3497,13,903,0,3873,FL,916,15685
1392,2021,12,UA,United Air Lines Inc.,SAN,"San Diego, CA: San Diego International",708,184,74.96,1.75,47.94,0,59.35,13,6,10513,4227,147,1775,0,4364,CA,1922,19123
1393,2021,12,UA,United Air Lines Inc.,SAT,"San Antonio, TX: San Antonio International",363,73,36.6,1.98,8.49,0,25.94,9,0,3840,1698,228,279,0,1635,TX,507,7182
1394,2021,12,UA,United Air Lines Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",14,4,1.44,0,0.06,0,2.5,1,0,388,93,0,12,0,283,GA,12,765
1395,2021,12,UA,United Air Lines Inc.,SBA,"Santa Barbara, CA: Santa Barbara Municipal",83,23,9.68,0,5.55,0,7.77,1,1,1448,482,0,167,0,799,CA,167,2731
1396,2021,12,UA,United Air Lines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",624,165,77.04,0,47.5,0,40.46,24,2,8433,3764,0,1813,0,2856,WA,1813,15079
1397,2021,12,UA,United Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",3276,791,371.46,9.43,219.74,1,189.37,86,14,46605,21418,702,7974,32,16479,CA,8676,84634
1398,2021,12,UA,United Air Lines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",119,33,22.46,0,4.39,0,6.16,1,0,1335,761,0,165,0,409,CA,165,2506
1399,2021,12,UA,United Air Lines Inc.,SJU,"San Juan, PR: Luis Munoz Marin International",295,76,48.52,0,15.74,0,11.73,3,1,3484,2189,0,473,0,822,PR,473,6499
1400,2021,12,UA,United Air Lines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",111,35,17.16,0.96,8.44,0,8.44,6,0,2301,1030,185,331,0,755,UT,516,4092
1401,2021,12,UA,United Air Lines Inc.,SMF,"Sacramento, CA: Sacramento International",286,103,55.27,0,19.28,0,28.45,8,1,5829,3009,0,838,0,1982,CA,838,10829
1402,2021,12,UA,United Air Lines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",472,98,43.8,0.26,24.22,0,29.72,13,15,4827,1982,15,820,0,2010,CA,835,8847
1403,2021,12,UA,United Air Lines Inc.,SPN,"Saipan, TT: Francisco C. Ada Saipan International",31,1,1,0,0,0,0,0,0,185,185,0,0,0,0,TT,0,370
1404,2021,12,UA,United Air Lines Inc.,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",176,51,16.6,0,19.08,0,15.32,7,1,3134,921,0,994,0,1219,FL,994,5282
1405,2021,12,UA,United Air Lines Inc.,STL,"St. Louis, MO: St Louis Lambert International",91,22,5.82,0,3.01,0,13.16,1,0,1419,285,0,152,0,982,MO,152,2687
1406,2021,12,UA,United Air Lines Inc.,STT,"Charlotte Amalie, VI: Cyril E King",102,22,10.31,0,10.58,0,1.11,1,0,962,563,0,312,0,87,VI,312,1613
1407,2021,12,UA,United Air Lines Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",34,9,3.9,0.97,2.87,0,1.25,1,0,793,227,143,117,0,306,NY,260,1327
1408,2021,12,UA,United Air Lines Inc.,TPA,"Tampa, FL: Tampa International",818,171,86.29,0,27.82,1,55.89,24,0,11051,4847,0,1004,44,5156,FL,1004,21122
1409,2021,12,UA,United Air Lines Inc.,TUL,"Tulsa, OK: Tulsa International",38,5,1.92,0,0.43,0,2.65,1,0,301,89,0,24,0,188,OK,24,579
1410,2021,12,UA,United Air Lines Inc.,TUS,"Tucson, AZ: Tucson International",26,6,3.34,0,1.53,0,1.13,0,0,247,92,0,30,0,125,AZ,30,464
1411,2021,12,WN,Southwest Airlines Co.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",583,184,80.47,0,9.39,0,94.15,0,0,9284,3509,0,355,0,5420,NM,355,18213
1412,2021,12,WN,Southwest Airlines Co.,ALB,"Albany, NY: Albany International",217,57,35.82,0,0.4,0,20.77,1,2,2396,1483,0,10,0,903,NY,10,4785
1413,2021,12,WN,Southwest Airlines Co.,AMA,"Amarillo, TX: Rick Husband Amarillo International",120,39,15.33,0,3.63,0,20.04,2,0,1766,751,0,70,0,945,TX,70,3464
1414,2021,12,WN,Southwest Airlines Co.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2496,533,214.51,2,53.77,2.6,260.12,16,3,26494,10520,78,1830,74,13992,GA,1908,51099
1415,2021,12,WN,Southwest Airlines Co.,AUS,"Austin, TX: Austin - Bergstrom International",2347,706,264.15,2.38,155.9,5.36,278.2,15,3,35623,13524,92,5193,147,16667,TX,5285,65979
1416,2021,12,WN,Southwest Airlines Co.,BDL,"Hartford, CT: Bradley International",290,82,40.09,1,7.55,0,33.37,0,0,3406,1620,29,263,0,1494,CT,292,6520
1417,2021,12,WN,Southwest Airlines Co.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",279,102,57.47,0.42,6.42,0,37.69,0,0,4778,2505,25,218,0,2030,AL,243,9313
1418,2021,12,WN,Southwest Airlines Co.,BLI,"Bellingham, WA: Bellingham International",93,13,6.7,1,0.08,0,5.23,4,1,506,251,66,3,0,186,WA,69,948
1419,2021,12,WN,Southwest Airlines Co.,BNA,"Nashville, TN: Nashville International",3292,725,284.65,3.37,75.15,1.41,360.43,14,1,35789,13492,166,2786,44,19301,TN,2952,68641
1420,2021,12,WN,Southwest Airlines Co.,BOI,"Boise, ID: Boise Air Terminal",301,124,59.89,0.74,5.49,0,57.88,0,1,5900,2429,104,184,0,3183,ID,288,11513
1421,2021,12,WN,Southwest Airlines Co.,BOS,"Boston, MA: Logan International",351,70,35.23,0,1.1,0,33.67,2,0,2958,1246,0,47,0,1665,MA,47,5871
1422,2021,12,WN,Southwest Airlines Co.,BUF,"Buffalo, NY: Buffalo Niagara International",327,78,43.8,0.97,2.54,0,30.69,1,4,3705,2232,28,85,0,1360,NY,113,7302
1423,2021,12,WN,Southwest Airlines Co.,BUR,"Burbank, CA: Bob Hope",1652,530,188.48,5.38,77.23,0.56,258.35,88,13,27560,9148,710,3588,77,14037,CA,4298,50923
1424,2021,12,WN,Southwest Airlines Co.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",4748,912,342.19,2.64,148.23,1.92,417.01,29,1,40781,15763,174,4555,75,20214,MD,4729,76863
1425,2021,12,WN,Southwest Airlines Co.,BZN,"Bozeman, MT: Bozeman Yellowstone International",172,45,18.32,0,3.45,0,23.22,3,1,1909,782,0,155,0,972,MT,155,3667
1426,2021,12,WN,Southwest Airlines Co.,CHS,"Charleston, SC: Charleston AFB/International",272,80,40.55,1,9.88,0,28.58,1,0,3146,1515,32,249,0,1350,SC,281,6012
1427,2021,12,WN,Southwest Airlines Co.,CLE,"Cleveland, OH: Cleveland-Hopkins International",332,89,55.52,0,1.37,0,32.11,2,0,3856,2221,0,79,0,1556,OH,79,7635
1428,2021,12,WN,Southwest Airlines Co.,CLT,"Charlotte, NC: Charlotte Douglas International",203,51,31.37,0,5.19,0.62,13.82,0,0,2258,1292,0,184,13,769,NC,184,4332
1429,2021,12,WN,Southwest Airlines Co.,CMH,"Columbus, OH: John Glenn Columbus International",769,195,82.59,0.06,14.68,0.96,96.72,2,3,9370,3718,11,508,116,5017,OH,519,18226
1430,2021,12,WN,Southwest Airlines Co.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",362,128,54.66,0,7.64,0,65.7,8,1,5611,2110,0,259,0,3242,CO,259,10972
1431,2021,12,WN,Southwest Airlines Co.,CRP,"Corpus Christi, TX: Corpus Christi International",76,27,9.37,0,1.74,0,15.89,2,0,1417,437,0,126,0,854,TX,126,2710
1432,2021,12,WN,Southwest Airlines Co.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",223,65,33.61,0,3.04,0,28.35,3,0,2853,1333,0,81,0,1439,OH,81,5628
1433,2021,12,WN,Southwest Airlines Co.,DAL,"Dallas, TX: Dallas Love Field",5029,1412,502.96,3.05,299,8.06,598.93,38,6,65573,22754,157,10483,355,31824,TX,10640,120550
1434,2021,12,WN,Southwest Airlines Co.,DCA,"Washington, DC: Ronald Reagan Washington National",1383,315,114.97,2.51,54.24,0,143.28,14,0,15988,6306,117,1961,0,7604,DC,2078,29912
1435,2021,12,WN,Southwest Airlines Co.,DEN,"Denver, CO: Denver International",6218,2078,643.06,22.48,630.87,4.29,777.3,120,3,105972,30896,2144,27806,141,44985,CO,29950,182117
1436,2021,12,WN,Southwest Airlines Co.,DSM,"Des Moines, IA: Des Moines International",99,24,11.71,1,1.86,0,9.42,2,0,992,361,81,52,0,498,IA,133,1853
1437,2021,12,WN,Southwest Airlines Co.,DTW,"Detroit, MI: Detroit Metro Wayne County",303,72,37.28,0,0.71,1,33.01,1,0,3339,1479,0,30,60,1770,MI,30,6649
1438,2021,12,WN,Southwest Airlines Co.,ECP,"Panama City, FL: Northwest Florida Beaches International",186,46,25.27,1,3.64,0,16.09,0,0,2045,1124,40,139,0,742,FL,179,3911
1439,2021,12,WN,Southwest Airlines Co.,ELP,"El Paso, TX: El Paso International",454,174,91.95,0,6.83,0,75.22,0,1,8745,4147,0,245,0,4353,TX,245,17246
1440,2021,12,WN,Southwest Airlines Co.,EUG,"Eugene, OR: Mahlon Sweet Field",93,21,10.49,0,0.89,0,9.62,7,0,841,383,0,42,0,416,OR,42,1647
1441,2021,12,WN,Southwest Airlines Co.,FAT,"Fresno, CA: Fresno Yosemite International",117,40,18.56,0,3.4,0,18.03,2,0,2254,920,0,98,0,1236,CA,98,4412
1442,2021,12,WN,Southwest Airlines Co.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1433,284,137.6,2.61,31.36,1.73,110.71,6,2,14663,7169,233,1368,28,5865,FL,1601,27733
1443,2021,12,WN,Southwest Airlines Co.,GEG,"Spokane, WA: Spokane International",251,116,59.76,0,6.59,1.59,48.07,3,1,5648,2649,0,318,85,2596,WA,318,10982
1444,2021,12,WN,Southwest Airlines Co.,GRR,"Grand Rapids, MI: Gerald R. Ford International",144,34,17.85,0,1.51,0.59,14.05,2,0,1879,1082,0,109,13,675,MI,109,3651
1445,2021,12,WN,Southwest Airlines Co.,GSP,"Greer, SC: Greenville-Spartanburg International",127,38,23.92,0,2.59,0,11.5,0,0,1917,1142,0,117,0,658,SC,117,3717
1446,2021,12,WN,Southwest Airlines Co.,HDN,"Hayden, CO: Yampa Valley",73,19,12.82,0,1.28,0,4.91,4,1,1442,785,0,217,0,440,CO,217,2672
1447,2021,12,WN,Southwest Airlines Co.,HNL,"Honolulu, HI: Daniel K Inouye International",956,237,91.21,0.99,41.5,2.24,101.07,14,6,10513,4105,156,1210,60,4982,HI,1366,19680
1448,2021,12,WN,Southwest Airlines Co.,HOU,"Houston, TX: William P Hobby",3642,897,346.26,6.03,134.05,4.61,406.05,40,10,42840,15776,362,5662,135,20905,TX,6024,79706
1449,2021,12,WN,Southwest Airlines Co.,HRL,"Harlingen/San Benito, TX: Valley International",121,41,21.13,0,1.8,0.12,17.95,2,0,1879,868,0,44,2,965,TX,44,3716
1450,2021,12,WN,Southwest Airlines Co.,IAD,"Washington, DC: Washington Dulles International",176,46,25.53,0,3.12,0,17.35,3,1,2154,1136,0,100,0,918,DC,100,4212
1451,2021,12,WN,Southwest Airlines Co.,IAH,"Houston, TX: George Bush Intercontinental/Houston",590,150,62.57,0.5,19.2,0,67.72,12,1,7184,2749,28,809,0,3598,TX,837,13544
1452,2021,12,WN,Southwest Airlines Co.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",102,34,18.16,0,0.37,0,15.46,1,0,1302,653,0,10,0,639,KS,10,2595
1453,2021,12,WN,Southwest Airlines Co.,IND,"Indianapolis, IN: Indianapolis International",671,211,103.01,0,17,1,89.98,4,0,11032,5051,0,595,69,5317,IN,595,21473
1454,2021,12,WN,Southwest Airlines Co.,ISP,"Islip, NY: Long Island MacArthur",262,70,30.51,0.56,10.47,0,28.47,1,0,3169,1328,14,316,0,1511,NY,330,6009
1455,2021,12,WN,Southwest Airlines Co.,ITO,"Hilo, HI: Hilo International",124,42,14.36,0.88,9.61,0,17.15,2,0,1708,679,44,278,0,707,HI,322,3096
1456,2021,12,WN,Southwest Airlines Co.,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",204,43,17.93,0,5.64,0,19.42,1,0,1779,579,0,185,0,1015,MS,185,3374
1457,2021,12,WN,Southwest Airlines Co.,JAX,"Jacksonville, FL: Jacksonville International",341,106,45.54,0.86,4.74,0,54.86,1,1,5676,1979,39,180,0,3478,FL,219,11135
1458,2021,12,WN,Southwest Airlines Co.,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",301,92,19.88,0,25.15,0,46.98,4,0,4479,1120,0,980,0,2379,HI,980,7982
1459,2021,12,WN,Southwest Airlines Co.,LAS,"Las Vegas, NV: McCarran International",5067,1613,533.7,13.58,355.33,8.76,701.64,58,4,81591,25629,1280,14627,396,39659,NV,15907,147337
1460,2021,12,WN,Southwest Airlines Co.,LAX,"Los Angeles, CA: Los Angeles International",2017,686,292.17,2.84,137.5,1.95,251.55,12,4,33697,13438,260,5430,54,14515,CA,5690,61720
1461,2021,12,WN,Southwest Airlines Co.,LBB,"Lubbock, TX: Lubbock Preston Smith International",182,56,29.36,0,2.24,1,23.4,0,0,2563,1423,0,63,27,1050,TX,63,5063
1462,2021,12,WN,Southwest Airlines Co.,LGA,"New York, NY: LaGuardia",1083,258,87,2.29,47.23,1.04,120.43,6,1,12816,4367,110,1991,39,6309,NY,2101,23538
1463,2021,12,WN,Southwest Airlines Co.,LGB,"Long Beach, CA: Long Beach Airport",1052,333,110.86,7.03,67.06,0.36,147.68,19,6,15519,4771,521,2770,20,7437,CA,3291,27772
1464,2021,12,WN,Southwest Airlines Co.,LIH,"Lihue, HI: Lihue Airport",262,91,41.31,0,22.63,0.07,27,0,1,3692,1737,0,710,5,1240,HI,710,6675
1465,2021,12,WN,Southwest Airlines Co.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",163,78,37.37,3.48,4.61,0.76,31.77,3,0,3592,1332,277,213,19,1751,AR,490,6697
1466,2021,12,WN,Southwest Airlines Co.,MAF,"Midland/Odessa, TX: Midland International Air and Space Port",239,66,21.34,0,4.95,1,38.71,0,0,3016,925,0,277,19,1795,TX,277,5755
1467,2021,12,WN,Southwest Airlines Co.,MCI,"Kansas City, MO: Kansas City International",1282,375,173.98,1,26.3,0,173.71,9,3,18362,8009,82,987,0,9284,MO,1069,35667
1468,2021,12,WN,Southwest Airlines Co.,MCO,"Orlando, FL: Orlando International",3101,683,268.3,1.48,97.34,2.27,313.61,19,1,34551,13171,89,3387,254,17650,FL,3476,65646
1469,2021,12,WN,Southwest Airlines Co.,MDW,"Chicago, IL: Chicago Midway International",4797,999,396.34,6.08,137.86,5.15,453.58,78,22,46979,17341,731,6493,160,22254,IL,7224,86834
1470,2021,12,WN,Southwest Airlines Co.,MEM,"Memphis, TN: Memphis International",265,101,45.05,0,9.99,0.63,45.33,2,0,5306,2341,0,434,44,2487,TN,434,10180
1471,2021,12,WN,Southwest Airlines Co.,MHT,"Manchester, NH: Manchester-Boston Regional",194,48,29.55,0,0.28,0.7,17.47,2,0,2079,1326,0,8,14,731,NH,8,4152
1472,2021,12,WN,Southwest Airlines Co.,MIA,"Miami, FL: Miami International",704,208,92.23,0.54,40.84,0,74.39,5,0,9815,3927,68,1764,0,4056,FL,1832,17803
1473,2021,12,WN,Southwest Airlines Co.,MKE,"Milwaukee, WI: General Mitchell International",638,202,90.82,0,15.36,0,95.82,0,0,10488,4654,0,679,0,5155,WI,679,20297
1474,2021,12,WN,Southwest Airlines Co.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",373,106,54.24,1,3.75,0,47.01,8,0,4951,2214,39,138,0,2560,MN,177,9733
1475,2021,12,WN,Southwest Airlines Co.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",1314,359,155.51,6.26,44.87,1,151.36,31,27,19338,7770,437,2192,47,8892,LA,2629,36105
1476,2021,12,WN,Southwest Airlines Co.,MTJ,"Montrose/Delta, CO: Montrose Regional",73,21,10.22,1.83,5.5,0,3.44,1,1,1013,353,143,260,0,257,CO,403,1625
1477,2021,12,WN,Southwest Airlines Co.,MYR,"Myrtle Beach, SC: Myrtle Beach International",213,44,21.74,0,4.41,0,17.84,1,0,1799,883,0,116,0,800,SC,116,3483
1478,2021,12,WN,Southwest Airlines Co.,OAK,"Oakland, CA: Metropolitan Oakland International",2534,776,278.24,9.62,111.04,3.18,373.92,47,2,38713,14374,1018,3604,125,19592,CA,4622,72853
1479,2021,12,WN,Southwest Airlines Co.,OGG,"Kahului, HI: Kahului Airport",579,158,51.29,0.04,44.43,0,62.24,8,3,8113,2869,7,1685,0,3552,HI,1692,14545
1480,2021,12,WN,Southwest Airlines Co.,OKC,"Oklahoma City, OK: Will Rogers World",424,152,67.05,0.2,10.87,0,73.88,1,0,7134,2892,14,387,0,3841,OK,401,13868
1481,2021,12,WN,Southwest Airlines Co.,OMA,"Omaha, NE: Eppley Airfield",467,162,78.79,0.87,7.83,0,74.51,4,2,7124,3092,83,334,0,3615,NE,417,13837
1482,2021,12,WN,Southwest Airlines Co.,ONT,"Ontario, CA: Ontario International",707,251,113.45,2.38,16.42,0,118.75,2,1,12386,5444,170,634,0,6138,CA,804,23971
1483,2021,12,WN,Southwest Airlines Co.,ORD,"Chicago, IL: Chicago O'Hare International",806,294,97.2,2.01,117.24,0.8,76.74,12,2,15484,5591,113,4608,28,5144,IL,4721,26261
1484,2021,12,WN,Southwest Airlines Co.,ORF,"Norfolk, VA: Norfolk International",230,69,32.71,0,8.11,0,28.18,5,1,3659,1531,0,439,0,1689,VA,439,6885
1485,2021,12,WN,Southwest Airlines Co.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",184,60,29.53,0,9.9,0,20.57,0,0,2321,1081,0,348,0,892,FL,348,4294
1486,2021,12,WN,Southwest Airlines Co.,PDX,"Portland, OR: Portland International",508,230,111.76,0.09,12.89,1,104.26,5,2,13027,5369,32,437,23,7166,OR,469,25592
1487,2021,12,WN,Southwest Airlines Co.,PHL,"Philadelphia, PA: Philadelphia International",356,77,37.2,0,2.99,1,35.81,2,0,3432,1442,0,94,31,1865,PA,94,6772
1488,2021,12,WN,Southwest Airlines Co.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",4562,1337,473.36,5.91,262.74,5.02,589.97,43,3,65949,22401,539,9592,331,33086,AZ,10131,121813
1489,2021,12,WN,Southwest Airlines Co.,PIT,"Pittsburgh, PA: Pittsburgh International",637,170,81.59,0,10.06,0,78.35,3,1,8268,3519,0,422,0,4327,PA,422,16118
1490,2021,12,WN,Southwest Airlines Co.,PNS,"Pensacola, FL: Pensacola International",156,43,23.34,0,4.51,0,15.14,2,0,1667,773,0,168,0,726,FL,168,3168
1491,2021,12,WN,Southwest Airlines Co.,PSP,"Palm Springs, CA: Palm Springs International",258,104,37.18,0.31,20.92,0.23,45.36,0,0,5300,1747,13,1045,11,2484,CA,1058,9542
1492,2021,12,WN,Southwest Airlines Co.,PVD,"Providence, RI: Theodore Francis Green State",285,90,39.01,1,3.88,0,46.12,0,0,4239,1907,20,95,0,2217,RI,115,8363
1493,2021,12,WN,Southwest Airlines Co.,PWM,"Portland, ME: Portland International Jetport",90,27,12.96,0,1.43,0,12.62,1,0,1214,440,0,84,0,690,ME,84,2345
1494,2021,12,WN,Southwest Airlines Co.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",520,162,91.98,0,5.28,0.57,64.18,0,1,7862,4070,0,252,13,3527,NC,252,15473
1495,2021,12,WN,Southwest Airlines Co.,RIC,"Richmond, VA: Richmond International",120,35,15.97,0,1.47,0.88,16.68,2,0,1238,477,0,38,23,700,VA,38,2440
1496,2021,12,WN,Southwest Airlines Co.,RNO,"Reno, NV: Reno/Tahoe International",548,228,94.22,2,14.33,0,117.46,34,3,13171,5059,215,458,0,7439,NV,673,25706
1497,2021,12,WN,Southwest Airlines Co.,ROC,"Rochester, NY: Greater Rochester International",104,27,16.94,0,0.46,1,8.6,0,1,1318,748,0,17,23,530,NY,17,2620
1498,2021,12,WN,Southwest Airlines Co.,RSW,"Fort Myers, FL: Southwest Florida International",810,224,88.12,0,32.22,0.55,103.11,3,6,12193,4616,0,1197,35,6345,FL,1197,23198
1499,2021,12,WN,Southwest Airlines Co.,SAN,"San Diego, CA: San Diego International",1922,630,269.77,1.48,67.56,1.11,290.07,26,4,30391,11803,116,2421,31,16020,CA,2537,58275
