,year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,Statecode,Non-carrier,carrier-related
0,2021,12,9E,Endeavor Air Inc.,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",127,9,2.51,0,3.54,0,2.95,0,0,264,119,0,68,0,77,PA,68,460
1,2021,12,9E,Endeavor Air Inc.,ABY,"Albany, GA: Southwest Georgia Regional",73,11,5.02,0,4.11,0,1.87,0,0,342,125,0,142,0,75,GA,142,542
2,2021,12,9E,Endeavor Air Inc.,AEX,"Alexandria, LA: Alexandria International",62,8,2.63,0,4.22,0,1.15,0,0,439,156,0,103,0,180,LA,103,775
3,2021,12,9E,Endeavor Air Inc.,AGS,"Augusta, GA: Augusta Regional at Bush Field",166,18,8.53,3.25,3.49,0,2.74,0,1,1266,291,693,167,0,115,GA,860,1673
4,2021,12,9E,Endeavor Air Inc.,ALB,"Albany, NY: Albany International",52,6,3.15,1.88,0.15,0,0.82,0,0,497,278,180,21,0,18,NY,201,793
5,2021,12,9E,Endeavor Air Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",3705,388,96.28,29.68,101.87,0,160.18,12,4,30500,10300,2853,4638,0,12709,GA,7491,53525
6,2021,12,9E,Endeavor Air Inc.,ATW,"Appleton, WI: Appleton International",80,15,6.66,1.93,4,0,2.41,2,2,1863,469,1089,181,0,124,WI,1270,2460
7,2021,12,9E,Endeavor Air Inc.,AUS,"Austin, TX: Austin - Bergstrom International",30,5,1.94,0,3.02,0,0.04,0,1,469,385,0,81,0,3,TX,81,858
8,2021,12,9E,Endeavor Air Inc.,AVL,"Asheville, NC: Asheville Regional",51,2,0,0,0,0,2,0,0,181,0,0,0,0,181,NC,0,362
9,2021,12,9E,Endeavor Air Inc.,AZO,"Kalamazoo, MI: Kalamazoo/Battle Creek International",87,12,4.68,1.83,3.34,0,2.15,1,1,1700,819,662,97,0,122,MI,759,2643
10,2021,12,9E,Endeavor Air Inc.,BGM,"Binghamton, NY: Greater Binghamton/Edwin A. Link Field",31,1,1,0,0,0,0,0,2,15,15,0,0,0,0,NY,0,32
11,2021,12,9E,Endeavor Air Inc.,BGR,"Bangor, ME: Bangor International",79,4,0.72,0,2.28,0,1,0,0,111,13,0,56,0,42,ME,56,166
12,2021,12,9E,Endeavor Air Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",65,6,1.75,0.61,1.35,0,2.28,0,0,278,65,11,36,0,166,AL,47,509
13,2021,12,9E,Endeavor Air Inc.,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",67,19,4.49,0.21,7.25,0,7.05,1,0,973,359,40,212,0,362,ND,252,1695
14,2021,12,9E,Endeavor Air Inc.,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",77,7,2.47,0,2.6,0,1.93,0,0,310,44,0,199,0,67,IL,199,421
15,2021,12,9E,Endeavor Air Inc.,BNA,"Nashville, TN: Nashville International",115,8,4.67,0,2.6,0,0.73,0,0,421,282,0,79,0,60,TN,79,763
16,2021,12,9E,Endeavor Air Inc.,BOS,"Boston, MA: Logan International",249,18,7.37,0,2.14,0,8.49,1,0,1784,875,0,111,0,798,MA,111,3458
17,2021,12,9E,Endeavor Air Inc.,BQK,"Brunswick, GA: Brunswick Golden Isles",85,11,7.03,1.29,2.68,0,0,1,2,1439,539,723,177,0,0,GA,900,1981
18,2021,12,9E,Endeavor Air Inc.,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",118,9,1.93,3.04,2.43,0,1.61,0,0,401,77,186,88,0,50,LA,274,528
19,2021,12,9E,Endeavor Air Inc.,BTV,"Burlington, VT: Burlington International",173,11,6.19,0,3.8,0,1.01,0,1,441,276,0,111,0,54,VT,111,772
20,2021,12,9E,Endeavor Air Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",255,16,8.32,1,4.12,0,2.56,0,0,1531,427,80,807,0,217,NY,887,2175
21,2021,12,9E,Endeavor Air Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",59,3,1,0,1,0,1,0,0,74,28,0,27,0,19,MD,27,121
22,2021,12,9E,Endeavor Air Inc.,CAE,"Columbia, SC: Columbia Metropolitan",57,6,3.67,0,0.49,0,1.84,0,0,269,131,0,17,0,121,SC,17,521
23,2021,12,9E,Endeavor Air Inc.,CHA,"Chattanooga, TN: Lovell Field",121,12,6.05,1,4.9,0,0.05,0,0,515,324,25,165,0,1,TN,190,840
24,2021,12,9E,Endeavor Air Inc.,CHO,"Charlottesville, VA: Charlottesville Albemarle",152,20,8.04,0,6.98,1,3.98,0,0,745,379,0,167,25,174,VA,167,1323
25,2021,12,9E,Endeavor Air Inc.,CHS,"Charleston, SC: Charleston AFB/International",145,15,3.2,0,8.25,0,3.55,0,0,496,152,0,218,0,126,SC,218,774
26,2021,12,9E,Endeavor Air Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",192,32,14.23,0,13.39,0,4.38,5,0,1593,982,0,368,0,243,IA,368,2823
27,2021,12,9E,Endeavor Air Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",231,23,10.26,1.85,5.97,0,4.92,0,0,1135,320,75,147,0,593,OH,222,2048
28,2021,12,9E,Endeavor Air Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",92,4,1,0,3,0,0,0,0,123,60,0,63,0,0,NC,63,183
29,2021,12,9E,Endeavor Air Inc.,CMH,"Columbus, OH: John Glenn Columbus International",40,6,1.96,0.44,2.4,0,1.2,0,0,325,69,61,125,0,70,OH,186,464
30,2021,12,9E,Endeavor Air Inc.,CRW,"Charleston/Dunbar, WV: Yeager",89,11,7.34,0,0.6,0,3.06,0,0,760,662,0,9,0,89,WV,9,1511
31,2021,12,9E,Endeavor Air Inc.,CSG,"Columbus, GA: Columbus Airport",77,13,4.95,1,5.41,0,1.63,0,0,510,279,39,155,0,37,GA,194,826
32,2021,12,9E,Endeavor Air Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",595,66,26.92,2.08,19.9,0,17.1,2,0,3823,1625,201,669,0,1328,OH,870,6778
33,2021,12,9E,Endeavor Air Inc.,CWA,"Mosinee, WI: Central Wisconsin",105,29,11.44,6.2,10.02,0,1.33,2,2,5119,627,3884,486,0,122,WI,4370,5872
34,2021,12,9E,Endeavor Air Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",141,24,10.21,1.39,8.11,0,4.29,0,0,1373,417,571,258,0,127,OH,829,1917
35,2021,12,9E,Endeavor Air Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",128,15,2.47,0,8.51,0,4.01,0,0,667,186,0,214,0,267,DC,214,1120
36,2021,12,9E,Endeavor Air Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",3,1,0.12,0,0.44,0,0.44,0,0,41,5,0,18,0,18,TX,18,64
37,2021,12,9E,Endeavor Air Inc.,DHN,"Dothan, AL: Dothan Regional",83,10,3.58,1.59,2.69,0,2.14,0,0,431,192,59,112,0,68,AL,171,691
38,2021,12,9E,Endeavor Air Inc.,DLH,"Duluth, MN: Duluth International",41,9,5.37,1.63,2,0,0,2,1,486,166,208,112,0,0,MN,320,655
39,2021,12,9E,Endeavor Air Inc.,DSM,"Des Moines, IA: Des Moines International",216,24,9.85,0.09,9.33,0,4.73,6,0,1466,467,19,481,0,499,IA,500,2438
40,2021,12,9E,Endeavor Air Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",2346,257,72.5,10.37,79.78,0,94.35,13,2,21233,8757,1463,2763,0,8250,MI,4226,38255
41,2021,12,9E,Endeavor Air Inc.,ECP,"Panama City, FL: Northwest Florida Beaches International",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,0,0
42,2021,12,9E,Endeavor Air Inc.,EVV,"Evansville, IN: Evansville Regional",82,13,2.94,1.29,5.44,0,3.33,0,0,584,126,97,157,0,204,IN,254,914
43,2021,12,9E,Endeavor Air Inc.,EWR,"Newark, NJ: Newark Liberty International",116,18,4.35,0.97,9.33,0,3.35,0,0,994,208,66,441,0,279,NJ,507,1481
44,2021,12,9E,Endeavor Air Inc.,EYW,"Key West, FL: Key West International",31,4,2.87,0,0.13,0,1,0,0,327,235,0,4,0,88,FL,4,650
45,2021,12,9E,Endeavor Air Inc.,FAR,"Fargo, ND: Hector International",11,3,0.13,0,1.22,0,1.65,1,0,167,4,0,72,0,91,ND,72,263
46,2021,12,9E,Endeavor Air Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",66,8,2.6,1.77,2.68,0,0.95,1,1,591,272,86,135,0,98,SD,221,963
47,2021,12,9E,Endeavor Air Inc.,FWA,"Fort Wayne, IN: Fort Wayne International",82,8,4,1.39,0.79,0,1.82,0,0,898,134,519,30,0,215,IN,549,1247
48,2021,12,9E,Endeavor Air Inc.,GFK,"Grand Forks, ND: Grand Forks International",45,8,2.59,0.86,3.35,0,1.2,2,0,662,362,139,127,0,34,ND,266,1060
49,2021,12,9E,Endeavor Air Inc.,GNV,"Gainesville, FL: Gainesville Regional",104,11,4.36,1.04,3.75,0,1.85,0,0,509,166,130,125,0,88,FL,255,763
50,2021,12,9E,Endeavor Air Inc.,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",74,9,4.65,0.51,3.43,0,0.42,0,0,439,272,27,125,0,15,MS,152,726
51,2021,12,9E,Endeavor Air Inc.,GRB,"Green Bay, WI: Green Bay Austin Straubel International",129,22,8.77,2,7.28,0,3.95,2,0,1421,416,231,304,0,470,WI,535,2309
52,2021,12,9E,Endeavor Air Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",72,11,4.57,0,3.9,0,2.53,0,0,361,98,0,119,0,144,MI,119,603
53,2021,12,9E,Endeavor Air Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",139,15,3.53,1,6.51,0,3.96,0,0,419,114,15,163,0,127,NC,178,660
54,2021,12,9E,Endeavor Air Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",118,8,5.34,1,1.66,0,0,0,0,512,446,16,50,0,0,SC,66,958
55,2021,12,9E,Endeavor Air Inc.,GTR,"Columbus, MS: Golden Triangle Regional",87,9,6.76,0,1.24,0,1,0,0,577,481,0,62,0,34,MS,62,1092
56,2021,12,9E,Endeavor Air Inc.,HPN,"White Plains, NY: Westchester County",53,4,2.45,0,1.55,0,0,0,0,184,99,0,85,0,0,NY,85,283
57,2021,12,9E,Endeavor Air Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",15,3,2,0,0.09,0,0.91,0,0,183,161,0,2,0,20,AL,2,364
58,2021,12,9E,Endeavor Air Inc.,IAD,"Washington, DC: Washington Dulles International",48,4,0.73,0,3.27,0,0,0,0,105,32,0,73,0,0,DC,73,137
59,2021,12,9E,Endeavor Air Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",29,8,2.2,0,4.39,0,1.41,0,0,333,91,0,167,0,75,KS,167,499
60,2021,12,9E,Endeavor Air Inc.,ILM,"Wilmington, NC: Wilmington International",97,16,7.54,1.04,4.38,0,3.04,0,0,842,478,29,124,0,211,NC,153,1531
61,2021,12,9E,Endeavor Air Inc.,IND,"Indianapolis, IN: Indianapolis International",145,10,2.26,0,5.74,1,1,0,0,320,136,0,132,24,28,IN,132,508
62,2021,12,9E,Endeavor Air Inc.,ITH,"Ithaca/Cortland, NY: Ithaca Tompkins Regional",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NY,0,0
63,2021,12,9E,Endeavor Air Inc.,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",15,2,2,0,0,0,0,0,0,104,104,0,0,0,0,MS,0,208
64,2021,12,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1162,93,43.3,2.24,27.88,0,19.58,3,0,6641,3624,240,853,0,1924,NY,1093,12192
65,2021,12,9E,Endeavor Air Inc.,LAN,"Lansing, MI: Capital Region International",90,8,1.76,1,4.24,0,1,2,0,315,76,30,118,0,91,MI,148,484
66,2021,12,9E,Endeavor Air Inc.,LEX,"Lexington, KY: Blue Grass",179,24,8.8,1.16,13.04,0,1,0,0,1007,462,50,362,0,133,KY,412,1602
67,2021,12,9E,Endeavor Air Inc.,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",82,7,3,0,3,0,1,0,0,273,167,0,71,0,35,LA,71,475
68,2021,12,9E,Endeavor Air Inc.,LGA,"New York, NY: LaGuardia",2259,174,49.06,4.8,75.72,0,44.42,4,2,11040,3392,449,3826,0,3373,NY,4275,17811
69,2021,12,9E,Endeavor Air Inc.,MBS,"Saginaw/Bay City/Midland, MI: MBS International",91,10,3.77,0.92,3.27,0,2.04,0,1,584,199,137,92,0,156,MI,229,940
70,2021,12,9E,Endeavor Air Inc.,MDT,"Harrisburg, PA: Harrisburg International",131,17,7.83,3.87,4.68,0,0.62,0,2,825,404,263,123,0,35,PA,386,1266
71,2021,12,9E,Endeavor Air Inc.,MDW,"Chicago, IL: Chicago Midway International",234,28,11.33,2.15,11.17,0,3.35,7,0,2383,668,726,458,0,531,IL,1184,3589
72,2021,12,9E,Endeavor Air Inc.,MEM,"Memphis, TN: Memphis International",64,5,4.37,0,0.12,0,0.51,0,1,468,439,0,10,0,19,TN,10,927
73,2021,12,9E,Endeavor Air Inc.,MGM,"Montgomery, AL: Montgomery Regional",118,14,5.84,1.73,3.31,0,3.11,0,0,1555,370,972,91,0,122,AL,1063,2047
74,2021,12,9E,Endeavor Air Inc.,MIA,"Miami, FL: Miami International",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,0,0
75,2021,12,9E,Endeavor Air Inc.,MKE,"Milwaukee, WI: General Mitchell International",164,17,4.68,0,7.12,0,5.2,1,0,693,183,0,235,0,275,WI,235,1152
76,2021,12,9E,Endeavor Air Inc.,MLI,"Moline, IL: Quad City International",119,18,5.03,0.96,10.21,0,1.8,3,0,1606,144,950,441,0,71,IL,1391,1824
77,2021,12,9E,Endeavor Air Inc.,MLU,"Monroe, LA: Monroe Regional",62,6,4.67,0,1.33,0,0,0,0,371,343,0,28,0,0,LA,28,714
78,2021,12,9E,Endeavor Air Inc.,MOB,"Mobile, AL: Mobile Regional",105,14,6.03,0,5,0,2.97,0,0,567,235,0,147,0,185,AL,147,987
79,2021,12,9E,Endeavor Air Inc.,MOT,"Minot, ND: Minot International",51,16,4.5,3.35,5.05,0,3.09,1,0,2582,209,1927,215,0,231,ND,2142,3023
80,2021,12,9E,Endeavor Air Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",221,32,12.64,2.14,13.9,0,3.33,2,0,1573,556,266,490,0,261,WI,756,2392
81,2021,12,9E,Endeavor Air Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",1125,207,37.1,10.16,81.05,0,78.7,28,0,18895,4114,4131,2903,0,7747,MN,7034,30784
82,2021,12,9E,Endeavor Air Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",44,4,0.72,0.58,2.7,0,0,0,0,164,42,19,103,0,0,SC,122,206
83,2021,12,9E,Endeavor Air Inc.,OAJ,"Jacksonville/Camp Lejeune, NC: Albert J Ellis",88,6,1.74,0,3.26,0,1,0,0,307,157,0,120,0,30,NC,120,494
84,2021,12,9E,Endeavor Air Inc.,ORD,"Chicago, IL: Chicago O'Hare International",37,2,2,0,0,0,0,1,0,79,79,0,0,0,0,IL,0,159
85,2021,12,9E,Endeavor Air Inc.,ORF,"Norfolk, VA: Norfolk International",156,13,4.25,0.38,4.59,0,3.78,1,1,698,160,11,206,0,321,VA,217,1181
86,2021,12,9E,Endeavor Air Inc.,ORH,"Worcester, MA: Worcester Regional",25,2,2,0,0,0,0,0,0,176,176,0,0,0,0,MA,0,352
87,2021,12,9E,Endeavor Air Inc.,PHL,"Philadelphia, PA: Philadelphia International",48,4,1.94,0.1,1,0,0.95,0,0,414,101,7,68,0,238,PA,75,753
88,2021,12,9E,Endeavor Air Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",168,6,1.81,0,0.47,0,3.73,0,0,415,150,0,29,0,236,PA,29,801
89,2021,12,9E,Endeavor Air Inc.,PWM,"Portland, ME: Portland International Jetport",103,18,4.09,0,8.51,0,5.4,0,0,1484,285,0,705,0,494,ME,705,2263
90,2021,12,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",430,44,12.25,0.4,20.19,0,11.15,0,0,2038,587,10,558,0,883,NC,568,3508
91,2021,12,9E,Endeavor Air Inc.,RIC,"Richmond, VA: Richmond International",289,17,7.83,0,5.21,0,3.96,0,0,1852,1453,0,160,0,239,VA,160,3544
92,2021,12,9E,Endeavor Air Inc.,ROA,"Roanoke, VA: Roanoke Blacksburg Regional Woodrum Field",59,6,3.68,0,1.16,0,1.16,0,2,346,244,0,52,0,50,VA,52,642
93,2021,12,9E,Endeavor Air Inc.,ROC,"Rochester, NY: Greater Rochester International",239,26,15.7,0,6.32,0,3.98,0,1,2190,1726,0,204,0,260,NY,204,4177
94,2021,12,9E,Endeavor Air Inc.,RST,"Rochester, MN: Rochester International",37,5,3.36,1,0.64,0,0,0,0,243,103,118,22,0,0,MN,140,346
95,2021,12,9E,Endeavor Air Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",126,8,1.53,0,2.85,0,3.62,0,0,358,52,0,111,0,195,GA,111,605
96,2021,12,9E,Endeavor Air Inc.,SBN,"South Bend, IN: South Bend International",82,10,5.43,1,2.09,0,1.47,0,0,339,196,29,63,0,51,IN,92,586
97,2021,12,9E,Endeavor Air Inc.,SCE,"State College, PA: University Park",31,1,0.52,0,0,0,0.48,0,0,101,53,0,0,0,48,PA,0,202
98,2021,12,9E,Endeavor Air Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KY,0,0
99,2021,12,9E,Endeavor Air Inc.,SGF,"Springfield, MO: Springfield-Branson National",82,4,1.76,0,2.24,0,0,0,1,125,28,0,97,0,0,MO,97,154
100,2021,12,9E,Endeavor Air Inc.,SHV,"Shreveport, LA: Shreveport Regional",118,11,5.47,0,1.93,0,3.6,0,0,677,406,0,72,0,199,LA,72,1282
101,2021,12,9E,Endeavor Air Inc.,STL,"St. Louis, MO: St Louis Lambert International",209,15,5.07,1,7.42,0,1.51,2,0,782,433,15,256,0,78,MO,271,1295
102,2021,12,9E,Endeavor Air Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",206,15,4.83,0,4.9,0,5.27,0,0,1260,420,0,223,0,617,NY,223,2297
103,2021,12,9E,Endeavor Air Inc.,TLH,"Tallahassee, FL: Tallahassee International",30,8,4.79,0.14,1.35,0,1.72,0,0,348,228,7,59,0,54,FL,66,630
104,2021,12,9E,Endeavor Air Inc.,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",139,9,3.95,0.21,3.12,0,1.72,0,0,776,595,7,52,0,122,TN,59,1493
105,2021,12,9E,Endeavor Air Inc.,TUL,"Tulsa, OK: Tulsa International",14,2,0,0.65,1,0,0.35,0,0,36,0,13,16,0,7,OK,29,43
106,2021,12,9E,Endeavor Air Inc.,TVC,"Traverse City, MI: Cherry Capital",97,12,6.96,1.76,3.09,0,0.19,1,0,559,350,100,102,0,7,MI,202,917
107,2021,12,9E,Endeavor Air Inc.,TYS,"Knoxville, TN: McGhee Tyson",274,34,13.73,4,8.46,2,5.82,0,0,2168,1055,358,407,47,301,TN,765,3571
108,2021,12,9E,Endeavor Air Inc.,VLD,"Valdosta, GA: Valdosta Regional",83,18,3,8.54,4.73,0,1.73,5,2,4099,97,3657,170,0,175,GA,3827,4378
109,2021,12,9E,Endeavor Air Inc.,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,0,0
110,2021,12,9E,Endeavor Air Inc.,XNA,"Fayetteville, AR: Northwest Arkansas Regional",114,13,2.27,1,4.14,0,5.59,0,0,427,64,41,129,0,193,AR,170,684
111,2021,12,AA,American Airlines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",291,37,12.4,0.48,10.14,0,13.97,2,0,1844,780,25,353,0,686,NM,378,3312
112,2021,12,AA,American Airlines Inc.,ALB,"Albany, NY: Albany International",87,8,4.73,0,1.36,0,1.9,0,0,277,184,0,57,0,36,NY,57,497
113,2021,12,AA,American Airlines Inc.,AMA,"Amarillo, TX: Rick Husband Amarillo International",30,9,3.08,0,0.51,0,5.4,0,0,472,134,0,18,0,320,TX,18,926
114,2021,12,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",718,130,60.9,0,19.44,1.87,47.79,1,0,10649,4739,0,556,42,5312,GA,556,20743
115,2021,12,AA,American Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",1386,247,85.45,1.66,64.38,0.55,94.95,8,1,13839,5812,285,2192,16,5534,TX,2477,25210
116,2021,12,AA,American Airlines Inc.,AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",28,3,1.94,0,1.06,0,0,0,0,154,108,0,46,0,0,PA,46,262
117,2021,12,AA,American Airlines Inc.,BDL,"Hartford, CT: Bradley International",240,53,23.48,0.16,7.43,0.91,21.02,1,0,2632,1284,14,275,44,1015,CT,289,4976
118,2021,12,AA,American Airlines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",60,22,6.18,0,0.51,0,15.31,1,0,1241,229,0,21,0,991,AL,21,2462
119,2021,12,AA,American Airlines Inc.,BNA,"Nashville, TN: Nashville International",715,107,42.97,1.25,19.98,0,42.8,5,1,6682,2794,62,647,0,3179,TN,709,12661
120,2021,12,AA,American Airlines Inc.,BOI,"Boise, ID: Boise Air Terminal",60,9,5.08,0,1.21,0,2.72,0,0,286,185,0,24,0,77,ID,24,548
121,2021,12,AA,American Airlines Inc.,BOS,"Boston, MA: Logan International",1732,195,83.64,0,29.63,0.89,80.84,7,0,12775,5761,0,810,16,6188,MA,810,24747
122,2021,12,AA,American Airlines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",137,20,7.3,0,3.03,1,8.67,0,1,1375,458,0,88,34,795,NY,88,2663
123,2021,12,AA,American Airlines Inc.,BUR,"Burbank, CA: Bob Hope",92,20,9.27,0,6.09,0,4.64,0,5,828,513,0,180,0,135,CA,180,1481
124,2021,12,AA,American Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",277,53,22.76,0,7.48,0.95,21.81,3,0,3599,1432,0,311,100,1756,MD,311,6890
125,2021,12,AA,American Airlines Inc.,BZN,"Bozeman, MT: Bozeman Yellowstone International",64,18,6.64,0.2,9.66,0,1.5,0,2,557,216,4,293,0,44,MT,297,819
126,2021,12,AA,American Airlines Inc.,CHS,"Charleston, SC: Charleston AFB/International",119,25,14.68,0,2.01,0,8.31,0,0,1593,933,0,66,0,594,SC,66,3120
127,2021,12,AA,American Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",277,52,26.11,0,18.62,0,7.27,1,0,2186,1285,0,602,0,299,OH,602,3771
128,2021,12,AA,American Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",7827,949,369.1,14.43,215.2,8.12,342.15,39,7,67795,31313,1241,6904,285,28052,NC,8145,127491
129,2021,12,AA,American Airlines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",222,34,19.49,0.11,3.14,0,11.27,0,0,1361,726,4,65,0,566,OH,69,2653
130,2021,12,AA,American Airlines Inc.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",72,11,7.42,2.04,0.53,0,1.01,1,1,1081,377,540,48,0,116,CO,588,1576
131,2021,12,AA,American Airlines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",194,25,10.58,0,4.71,0,9.71,0,1,1195,555,0,128,0,512,OH,128,2263
132,2021,12,AA,American Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",2080,289,91.71,1.54,63.06,1.27,131.42,21,6,18509,5778,128,2362,65,10176,DC,2490,34555
133,2021,12,AA,American Airlines Inc.,DEN,"Denver, CO: Denver International",816,159,56.29,1.78,57.11,1,42.82,2,0,8131,2527,172,2370,18,3044,CO,2542,13722
134,2021,12,AA,American Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",11780,1720,619.02,38.5,342.27,11.32,708.89,60,4,147757,67004,2849,10980,388,66536,TX,13829,281749
135,2021,12,AA,American Airlines Inc.,DSM,"Des Moines, IA: Des Moines International",169,41,15.72,0,5.75,0,19.53,0,1,2769,633,0,229,0,1907,IA,229,5310
136,2021,12,AA,American Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",306,55,30.97,0,5.44,0.81,17.78,5,3,2501,1402,0,132,48,919,MI,132,4878
137,2021,12,AA,American Airlines Inc.,EGE,"Eagle, CO: Eagle County Regional",129,39,10.43,0.71,22.42,0,5.44,8,7,2659,576,12,1645,0,426,CO,1657,3676
138,2021,12,AA,American Airlines Inc.,ELP,"El Paso, TX: El Paso International",215,43,21.17,0,6.18,0,15.65,1,0,3545,1485,0,209,0,1851,TX,209,6882
139,2021,12,AA,American Airlines Inc.,EUG,"Eugene, OR: Mahlon Sweet Field",31,4,1.49,0,1.07,0,1.44,0,0,336,118,0,17,0,201,OR,17,655
140,2021,12,AA,American Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",602,128,47.31,0.52,58.86,0,21.31,7,1,5805,2302,22,2236,0,1245,NJ,2258,9360
141,2021,12,AA,American Airlines Inc.,EYW,"Key West, FL: Key West International",177,48,14.77,0.33,23.42,0,9.49,2,0,2384,803,13,883,0,685,FL,896,3874
142,2021,12,AA,American Airlines Inc.,FAT,"Fresno, CA: Fresno Yosemite International",116,15,10.71,0,1.83,0,2.46,0,0,964,748,0,68,0,148,CA,68,1860
143,2021,12,AA,American Airlines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",608,85,45.88,0,16.73,0,22.38,9,2,4366,2367,0,525,0,1474,FL,525,8218
144,2021,12,AA,American Airlines Inc.,GEG,"Spokane, WA: Spokane International",62,12,3.92,0,1,0,7.08,0,0,1348,275,0,25,0,1048,WA,25,2671
145,2021,12,AA,American Airlines Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",59,8,2.67,0,4.33,0,1,0,0,261,144,0,99,0,18,MI,99,423
146,2021,12,AA,American Airlines Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",31,11,5.83,0,1.29,0,3.88,0,0,411,176,0,29,0,206,NC,29,793
147,2021,12,AA,American Airlines Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",46,11,6.2,0,2.02,0,2.77,0,0,465,293,0,64,0,108,SC,64,866
148,2021,12,AA,American Airlines Inc.,GUC,"Gunnison, CO: Gunnison-Crested Butte Regional",16,5,2.14,0,0.08,0,2.78,0,0,406,134,0,4,0,268,CO,4,808
149,2021,12,AA,American Airlines Inc.,HDN,"Hayden, CO: Yampa Valley",48,8,3,0,3.88,0,1.12,1,0,277,123,0,97,0,57,CO,97,458
150,2021,12,AA,American Airlines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",278,68,26.18,0,25.71,0.37,15.74,1,1,4402,1819,0,864,26,1693,HI,864,7942
151,2021,12,AA,American Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",136,22,10.08,0,2.55,0,9.38,0,0,1204,552,0,76,0,576,DC,76,2332
