,year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,Statecode
0,2021,12,9E,Endeavor Air Inc.,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",127.0,9.0,2.51,0.0,3.54,0.0,2.95,0.0,0.0,264.0,119.0,0.0,68.0,0.0,77.0,PA
1,2021,12,9E,Endeavor Air Inc.,ABY,"Albany, GA: Southwest Georgia Regional",73.0,11.0,5.02,0.0,4.11,0.0,1.87,0.0,0.0,342.0,125.0,0.0,142.0,0.0,75.0,GA
2,2021,12,9E,Endeavor Air Inc.,AEX,"Alexandria, LA: Alexandria International",62.0,8.0,2.63,0.0,4.22,0.0,1.15,0.0,0.0,439.0,156.0,0.0,103.0,0.0,180.0,LA
3,2021,12,9E,Endeavor Air Inc.,AGS,"Augusta, GA: Augusta Regional at Bush Field",166.0,18.0,8.53,3.25,3.49,0.0,2.74,0.0,1.0,1266.0,291.0,693.0,167.0,0.0,115.0,GA
4,2021,12,9E,Endeavor Air Inc.,ALB,"Albany, NY: Albany International",52.0,6.0,3.15,1.88,0.15,0.0,0.82,0.0,0.0,497.0,278.0,180.0,21.0,0.0,18.0,NY
5,2021,12,9E,Endeavor Air Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",3705.0,388.0,96.28,29.68,101.87,0.0,160.18,12.0,4.0,30500.0,10300.0,2853.0,4638.0,0.0,12709.0,GA
6,2021,12,9E,Endeavor Air Inc.,ATW,"Appleton, WI: Appleton International",80.0,15.0,6.66,1.93,4.0,0.0,2.41,2.0,2.0,1863.0,469.0,1089.0,181.0,0.0,124.0,WI
7,2021,12,9E,Endeavor Air Inc.,AUS,"Austin, TX: Austin - Bergstrom International",30.0,5.0,1.94,0.0,3.02,0.0,0.04,0.0,1.0,469.0,385.0,0.0,81.0,0.0,3.0,TX
8,2021,12,9E,Endeavor Air Inc.,AVL,"Asheville, NC: Asheville Regional",51.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,181.0,0.0,0.0,0.0,0.0,181.0,NC
9,2021,12,9E,Endeavor Air Inc.,AZO,"Kalamazoo, MI: Kalamazoo/Battle Creek International",87.0,12.0,4.68,1.83,3.34,0.0,2.15,1.0,1.0,1700.0,819.0,662.0,97.0,0.0,122.0,MI
10,2021,12,9E,Endeavor Air Inc.,BGM,"Binghamton, NY: Greater Binghamton/Edwin A. Link Field",31.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,15.0,0.0,0.0,0.0,0.0,NY
11,2021,12,9E,Endeavor Air Inc.,BGR,"Bangor, ME: Bangor International",79.0,4.0,0.72,0.0,2.28,0.0,1.0,0.0,0.0,111.0,13.0,0.0,56.0,0.0,42.0,ME
12,2021,12,9E,Endeavor Air Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",65.0,6.0,1.75,0.61,1.35,0.0,2.28,0.0,0.0,278.0,65.0,11.0,36.0,0.0,166.0,AL
13,2021,12,9E,Endeavor Air Inc.,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",67.0,19.0,4.49,0.21,7.25,0.0,7.05,1.0,0.0,973.0,359.0,40.0,212.0,0.0,362.0,ND
14,2021,12,9E,Endeavor Air Inc.,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",77.0,7.0,2.47,0.0,2.6,0.0,1.93,0.0,0.0,310.0,44.0,0.0,199.0,0.0,67.0,IL
15,2021,12,9E,Endeavor Air Inc.,BNA,"Nashville, TN: Nashville International",115.0,8.0,4.67,0.0,2.6,0.0,0.73,0.0,0.0,421.0,282.0,0.0,79.0,0.0,60.0,TN
16,2021,12,9E,Endeavor Air Inc.,BOS,"Boston, MA: Logan International",249.0,18.0,7.37,0.0,2.14,0.0,8.49,1.0,0.0,1784.0,875.0,0.0,111.0,0.0,798.0,MA
17,2021,12,9E,Endeavor Air Inc.,BQK,"Brunswick, GA: Brunswick Golden Isles",85.0,11.0,7.03,1.29,2.68,0.0,0.0,1.0,2.0,1439.0,539.0,723.0,177.0,0.0,0.0,GA
18,2021,12,9E,Endeavor Air Inc.,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",118.0,9.0,1.93,3.04,2.43,0.0,1.61,0.0,0.0,401.0,77.0,186.0,88.0,0.0,50.0,LA
19,2021,12,9E,Endeavor Air Inc.,BTV,"Burlington, VT: Burlington International",173.0,11.0,6.19,0.0,3.8,0.0,1.01,0.0,1.0,441.0,276.0,0.0,111.0,0.0,54.0,VT
20,2021,12,9E,Endeavor Air Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",255.0,16.0,8.32,1.0,4.12,0.0,2.56,0.0,0.0,1531.0,427.0,80.0,807.0,0.0,217.0,NY
21,2021,12,9E,Endeavor Air Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",59.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,74.0,28.0,0.0,27.0,0.0,19.0,MD
22,2021,12,9E,Endeavor Air Inc.,CAE,"Columbia, SC: Columbia Metropolitan",57.0,6.0,3.67,0.0,0.49,0.0,1.84,0.0,0.0,269.0,131.0,0.0,17.0,0.0,121.0,SC
23,2021,12,9E,Endeavor Air Inc.,CHA,"Chattanooga, TN: Lovell Field",121.0,12.0,6.05,1.0,4.9,0.0,0.05,0.0,0.0,515.0,324.0,25.0,165.0,0.0,1.0,TN
24,2021,12,9E,Endeavor Air Inc.,CHO,"Charlottesville, VA: Charlottesville Albemarle",152.0,20.0,8.04,0.0,6.98,1.0,3.98,0.0,0.0,745.0,379.0,0.0,167.0,25.0,174.0,VA
25,2021,12,9E,Endeavor Air Inc.,CHS,"Charleston, SC: Charleston AFB/International",145.0,15.0,3.2,0.0,8.25,0.0,3.55,0.0,0.0,496.0,152.0,0.0,218.0,0.0,126.0,SC
26,2021,12,9E,Endeavor Air Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",192.0,32.0,14.23,0.0,13.39,0.0,4.38,5.0,0.0,1593.0,982.0,0.0,368.0,0.0,243.0,IA
27,2021,12,9E,Endeavor Air Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",231.0,23.0,10.26,1.85,5.97,0.0,4.92,0.0,0.0,1135.0,320.0,75.0,147.0,0.0,593.0,OH
28,2021,12,9E,Endeavor Air Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",92.0,4.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,123.0,60.0,0.0,63.0,0.0,0.0,NC
29,2021,12,9E,Endeavor Air Inc.,CMH,"Columbus, OH: John Glenn Columbus International",40.0,6.0,1.96,0.44,2.4,0.0,1.2,0.0,0.0,325.0,69.0,61.0,125.0,0.0,70.0,OH
30,2021,12,9E,Endeavor Air Inc.,CRW,"Charleston/Dunbar, WV: Yeager",89.0,11.0,7.34,0.0,0.6,0.0,3.06,0.0,0.0,760.0,662.0,0.0,9.0,0.0,89.0,WV
31,2021,12,9E,Endeavor Air Inc.,CSG,"Columbus, GA: Columbus Airport",77.0,13.0,4.95,1.0,5.41,0.0,1.63,0.0,0.0,510.0,279.0,39.0,155.0,0.0,37.0,GA
32,2021,12,9E,Endeavor Air Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",595.0,66.0,26.92,2.08,19.9,0.0,17.1,2.0,0.0,3823.0,1625.0,201.0,669.0,0.0,1328.0,OH
33,2021,12,9E,Endeavor Air Inc.,CWA,"Mosinee, WI: Central Wisconsin",105.0,29.0,11.44,6.2,10.02,0.0,1.33,2.0,2.0,5119.0,627.0,3884.0,486.0,0.0,122.0,WI
34,2021,12,9E,Endeavor Air Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",141.0,24.0,10.21,1.39,8.11,0.0,4.29,0.0,0.0,1373.0,417.0,571.0,258.0,0.0,127.0,OH
35,2021,12,9E,Endeavor Air Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",128.0,15.0,2.47,0.0,8.51,0.0,4.01,0.0,0.0,667.0,186.0,0.0,214.0,0.0,267.0,DC
36,2021,12,9E,Endeavor Air Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",3.0,1.0,0.12,0.0,0.44,0.0,0.44,0.0,0.0,41.0,5.0,0.0,18.0,0.0,18.0,TX
37,2021,12,9E,Endeavor Air Inc.,DHN,"Dothan, AL: Dothan Regional",83.0,10.0,3.58,1.59,2.69,0.0,2.14,0.0,0.0,431.0,192.0,59.0,112.0,0.0,68.0,AL
38,2021,12,9E,Endeavor Air Inc.,DLH,"Duluth, MN: Duluth International",41.0,9.0,5.37,1.63,2.0,0.0,0.0,2.0,1.0,486.0,166.0,208.0,112.0,0.0,0.0,MN
39,2021,12,9E,Endeavor Air Inc.,DSM,"Des Moines, IA: Des Moines International",216.0,24.0,9.85,0.09,9.33,0.0,4.73,6.0,0.0,1466.0,467.0,19.0,481.0,0.0,499.0,IA
40,2021,12,9E,Endeavor Air Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",2346.0,257.0,72.5,10.37,79.78,0.0,94.35,13.0,2.0,21233.0,8757.0,1463.0,2763.0,0.0,8250.0,MI
41,2021,12,9E,Endeavor Air Inc.,ECP,"Panama City, FL: Northwest Florida Beaches International",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FL
42,2021,12,9E,Endeavor Air Inc.,EVV,"Evansville, IN: Evansville Regional",82.0,13.0,2.94,1.29,5.44,0.0,3.33,0.0,0.0,584.0,126.0,97.0,157.0,0.0,204.0,IN
43,2021,12,9E,Endeavor Air Inc.,EWR,"Newark, NJ: Newark Liberty International",116.0,18.0,4.35,0.97,9.33,0.0,3.35,0.0,0.0,994.0,208.0,66.0,441.0,0.0,279.0,NJ
44,2021,12,9E,Endeavor Air Inc.,EYW,"Key West, FL: Key West International",31.0,4.0,2.87,0.0,0.13,0.0,1.0,0.0,0.0,327.0,235.0,0.0,4.0,0.0,88.0,FL
45,2021,12,9E,Endeavor Air Inc.,FAR,"Fargo, ND: Hector International",11.0,3.0,0.13,0.0,1.22,0.0,1.65,1.0,0.0,167.0,4.0,0.0,72.0,0.0,91.0,ND
46,2021,12,9E,Endeavor Air Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",66.0,8.0,2.6,1.77,2.68,0.0,0.95,1.0,1.0,591.0,272.0,86.0,135.0,0.0,98.0,SD
47,2021,12,9E,Endeavor Air Inc.,FWA,"Fort Wayne, IN: Fort Wayne International",82.0,8.0,4.0,1.39,0.79,0.0,1.82,0.0,0.0,898.0,134.0,519.0,30.0,0.0,215.0,IN
48,2021,12,9E,Endeavor Air Inc.,GFK,"Grand Forks, ND: Grand Forks International",45.0,8.0,2.59,0.86,3.35,0.0,1.2,2.0,0.0,662.0,362.0,139.0,127.0,0.0,34.0,ND
49,2021,12,9E,Endeavor Air Inc.,GNV,"Gainesville, FL: Gainesville Regional",104.0,11.0,4.36,1.04,3.75,0.0,1.85,0.0,0.0,509.0,166.0,130.0,125.0,0.0,88.0,FL
50,2021,12,9E,Endeavor Air Inc.,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",74.0,9.0,4.65,0.51,3.43,0.0,0.42,0.0,0.0,439.0,272.0,27.0,125.0,0.0,15.0,MS
51,2021,12,9E,Endeavor Air Inc.,GRB,"Green Bay, WI: Green Bay Austin Straubel International",129.0,22.0,8.77,2.0,7.28,0.0,3.95,2.0,0.0,1421.0,416.0,231.0,304.0,0.0,470.0,WI
52,2021,12,9E,Endeavor Air Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",72.0,11.0,4.57,0.0,3.9,0.0,2.53,0.0,0.0,361.0,98.0,0.0,119.0,0.0,144.0,MI
53,2021,12,9E,Endeavor Air Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",139.0,15.0,3.53,1.0,6.51,0.0,3.96,0.0,0.0,419.0,114.0,15.0,163.0,0.0,127.0,NC
54,2021,12,9E,Endeavor Air Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",118.0,8.0,5.34,1.0,1.66,0.0,0.0,0.0,0.0,512.0,446.0,16.0,50.0,0.0,0.0,SC
55,2021,12,9E,Endeavor Air Inc.,GTR,"Columbus, MS: Golden Triangle Regional",87.0,9.0,6.76,0.0,1.24,0.0,1.0,0.0,0.0,577.0,481.0,0.0,62.0,0.0,34.0,MS
56,2021,12,9E,Endeavor Air Inc.,HPN,"White Plains, NY: Westchester County",53.0,4.0,2.45,0.0,1.55,0.0,0.0,0.0,0.0,184.0,99.0,0.0,85.0,0.0,0.0,NY
57,2021,12,9E,Endeavor Air Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",15.0,3.0,2.0,0.0,0.09,0.0,0.91,0.0,0.0,183.0,161.0,0.0,2.0,0.0,20.0,AL
58,2021,12,9E,Endeavor Air Inc.,IAD,"Washington, DC: Washington Dulles International",48.0,4.0,0.73,0.0,3.27,0.0,0.0,0.0,0.0,105.0,32.0,0.0,73.0,0.0,0.0,DC
59,2021,12,9E,Endeavor Air Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",29.0,8.0,2.2,0.0,4.39,0.0,1.41,0.0,0.0,333.0,91.0,0.0,167.0,0.0,75.0,KS
60,2021,12,9E,Endeavor Air Inc.,ILM,"Wilmington, NC: Wilmington International",97.0,16.0,7.54,1.04,4.38,0.0,3.04,0.0,0.0,842.0,478.0,29.0,124.0,0.0,211.0,NC
61,2021,12,9E,Endeavor Air Inc.,IND,"Indianapolis, IN: Indianapolis International",145.0,10.0,2.26,0.0,5.74,1.0,1.0,0.0,0.0,320.0,136.0,0.0,132.0,24.0,28.0,IN
62,2021,12,9E,Endeavor Air Inc.,ITH,"Ithaca/Cortland, NY: Ithaca Tompkins Regional",31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NY
63,2021,12,9E,Endeavor Air Inc.,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",15.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,104.0,0.0,0.0,0.0,0.0,MS
64,2021,12,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1162.0,93.0,43.3,2.24,27.88,0.0,19.58,3.0,0.0,6641.0,3624.0,240.0,853.0,0.0,1924.0,NY
65,2021,12,9E,Endeavor Air Inc.,LAN,"Lansing, MI: Capital Region International",90.0,8.0,1.76,1.0,4.24,0.0,1.0,2.0,0.0,315.0,76.0,30.0,118.0,0.0,91.0,MI
66,2021,12,9E,Endeavor Air Inc.,LEX,"Lexington, KY: Blue Grass",179.0,24.0,8.8,1.16,13.04,0.0,1.0,0.0,0.0,1007.0,462.0,50.0,362.0,0.0,133.0,KY
67,2021,12,9E,Endeavor Air Inc.,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",82.0,7.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,273.0,167.0,0.0,71.0,0.0,35.0,LA
68,2021,12,9E,Endeavor Air Inc.,LGA,"New York, NY: LaGuardia",2259.0,174.0,49.06,4.8,75.72,0.0,44.42,4.0,2.0,11040.0,3392.0,449.0,3826.0,0.0,3373.0,NY
69,2021,12,9E,Endeavor Air Inc.,MBS,"Saginaw/Bay City/Midland, MI: MBS International",91.0,10.0,3.77,0.92,3.27,0.0,2.04,0.0,1.0,584.0,199.0,137.0,92.0,0.0,156.0,MI
70,2021,12,9E,Endeavor Air Inc.,MDT,"Harrisburg, PA: Harrisburg International",131.0,17.0,7.83,3.87,4.68,0.0,0.62,0.0,2.0,825.0,404.0,263.0,123.0,0.0,35.0,PA
71,2021,12,9E,Endeavor Air Inc.,MDW,"Chicago, IL: Chicago Midway International",234.0,28.0,11.33,2.15,11.17,0.0,3.35,7.0,0.0,2383.0,668.0,726.0,458.0,0.0,531.0,IL
72,2021,12,9E,Endeavor Air Inc.,MEM,"Memphis, TN: Memphis International",64.0,5.0,4.37,0.0,0.12,0.0,0.51,0.0,1.0,468.0,439.0,0.0,10.0,0.0,19.0,TN
73,2021,12,9E,Endeavor Air Inc.,MGM,"Montgomery, AL: Montgomery Regional",118.0,14.0,5.84,1.73,3.31,0.0,3.11,0.0,0.0,1555.0,370.0,972.0,91.0,0.0,122.0,AL
74,2021,12,9E,Endeavor Air Inc.,MIA,"Miami, FL: Miami International",15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FL
75,2021,12,9E,Endeavor Air Inc.,MKE,"Milwaukee, WI: General Mitchell International",164.0,17.0,4.68,0.0,7.12,0.0,5.2,1.0,0.0,693.0,183.0,0.0,235.0,0.0,275.0,WI
76,2021,12,9E,Endeavor Air Inc.,MLI,"Moline, IL: Quad City International",119.0,18.0,5.03,0.96,10.21,0.0,1.8,3.0,0.0,1606.0,144.0,950.0,441.0,0.0,71.0,IL
77,2021,12,9E,Endeavor Air Inc.,MLU,"Monroe, LA: Monroe Regional",62.0,6.0,4.67,0.0,1.33,0.0,0.0,0.0,0.0,371.0,343.0,0.0,28.0,0.0,0.0,LA
78,2021,12,9E,Endeavor Air Inc.,MOB,"Mobile, AL: Mobile Regional",105.0,14.0,6.03,0.0,5.0,0.0,2.97,0.0,0.0,567.0,235.0,0.0,147.0,0.0,185.0,AL
79,2021,12,9E,Endeavor Air Inc.,MOT,"Minot, ND: Minot International",51.0,16.0,4.5,3.35,5.05,0.0,3.09,1.0,0.0,2582.0,209.0,1927.0,215.0,0.0,231.0,ND
80,2021,12,9E,Endeavor Air Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",221.0,32.0,12.64,2.14,13.9,0.0,3.33,2.0,0.0,1573.0,556.0,266.0,490.0,0.0,261.0,WI
81,2021,12,9E,Endeavor Air Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",1125.0,207.0,37.1,10.16,81.05,0.0,78.7,28.0,0.0,18895.0,4114.0,4131.0,2903.0,0.0,7747.0,MN
82,2021,12,9E,Endeavor Air Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",44.0,4.0,0.72,0.58,2.7,0.0,0.0,0.0,0.0,164.0,42.0,19.0,103.0,0.0,0.0,SC
83,2021,12,9E,Endeavor Air Inc.,OAJ,"Jacksonville/Camp Lejeune, NC: Albert J Ellis",88.0,6.0,1.74,0.0,3.26,0.0,1.0,0.0,0.0,307.0,157.0,0.0,120.0,0.0,30.0,NC
84,2021,12,9E,Endeavor Air Inc.,ORD,"Chicago, IL: Chicago O'Hare International",37.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,79.0,79.0,0.0,0.0,0.0,0.0,IL
85,2021,12,9E,Endeavor Air Inc.,ORF,"Norfolk, VA: Norfolk International",156.0,13.0,4.25,0.38,4.59,0.0,3.78,1.0,1.0,698.0,160.0,11.0,206.0,0.0,321.0,VA
86,2021,12,9E,Endeavor Air Inc.,ORH,"Worcester, MA: Worcester Regional",25.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,176.0,0.0,0.0,0.0,0.0,MA
87,2021,12,9E,Endeavor Air Inc.,PHL,"Philadelphia, PA: Philadelphia International",48.0,4.0,1.94,0.1,1.0,0.0,0.95,0.0,0.0,414.0,101.0,7.0,68.0,0.0,238.0,PA
88,2021,12,9E,Endeavor Air Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",168.0,6.0,1.81,0.0,0.47,0.0,3.73,0.0,0.0,415.0,150.0,0.0,29.0,0.0,236.0,PA
89,2021,12,9E,Endeavor Air Inc.,PWM,"Portland, ME: Portland International Jetport",103.0,18.0,4.09,0.0,8.51,0.0,5.4,0.0,0.0,1484.0,285.0,0.0,705.0,0.0,494.0,ME
90,2021,12,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",430.0,44.0,12.25,0.4,20.19,0.0,11.15,0.0,0.0,2038.0,587.0,10.0,558.0,0.0,883.0,NC
91,2021,12,9E,Endeavor Air Inc.,RIC,"Richmond, VA: Richmond International",289.0,17.0,7.83,0.0,5.21,0.0,3.96,0.0,0.0,1852.0,1453.0,0.0,160.0,0.0,239.0,VA
92,2021,12,9E,Endeavor Air Inc.,ROA,"Roanoke, VA: Roanoke Blacksburg Regional Woodrum Field",59.0,6.0,3.68,0.0,1.16,0.0,1.16,0.0,2.0,346.0,244.0,0.0,52.0,0.0,50.0,VA
93,2021,12,9E,Endeavor Air Inc.,ROC,"Rochester, NY: Greater Rochester International",239.0,26.0,15.7,0.0,6.32,0.0,3.98,0.0,1.0,2190.0,1726.0,0.0,204.0,0.0,260.0,NY
94,2021,12,9E,Endeavor Air Inc.,RST,"Rochester, MN: Rochester International",37.0,5.0,3.36,1.0,0.64,0.0,0.0,0.0,0.0,243.0,103.0,118.0,22.0,0.0,0.0,MN
95,2021,12,9E,Endeavor Air Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",126.0,8.0,1.53,0.0,2.85,0.0,3.62,0.0,0.0,358.0,52.0,0.0,111.0,0.0,195.0,GA
96,2021,12,9E,Endeavor Air Inc.,SBN,"South Bend, IN: South Bend International",82.0,10.0,5.43,1.0,2.09,0.0,1.47,0.0,0.0,339.0,196.0,29.0,63.0,0.0,51.0,IN
97,2021,12,9E,Endeavor Air Inc.,SCE,"State College, PA: University Park",31.0,1.0,0.52,0.0,0.0,0.0,0.48,0.0,0.0,101.0,53.0,0.0,0.0,0.0,48.0,PA
98,2021,12,9E,Endeavor Air Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KY
99,2021,12,9E,Endeavor Air Inc.,SGF,"Springfield, MO: Springfield-Branson National",82.0,4.0,1.76,0.0,2.24,0.0,0.0,0.0,1.0,125.0,28.0,0.0,97.0,0.0,0.0,MO
100,2021,12,9E,Endeavor Air Inc.,SHV,"Shreveport, LA: Shreveport Regional",118.0,11.0,5.47,0.0,1.93,0.0,3.6,0.0,0.0,677.0,406.0,0.0,72.0,0.0,199.0,LA
101,2021,12,9E,Endeavor Air Inc.,STL,"St. Louis, MO: St Louis Lambert International",209.0,15.0,5.07,1.0,7.42,0.0,1.51,2.0,0.0,782.0,433.0,15.0,256.0,0.0,78.0,MO
102,2021,12,9E,Endeavor Air Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",206.0,15.0,4.83,0.0,4.9,0.0,5.27,0.0,0.0,1260.0,420.0,0.0,223.0,0.0,617.0,NY
103,2021,12,9E,Endeavor Air Inc.,TLH,"Tallahassee, FL: Tallahassee International",30.0,8.0,4.79,0.14,1.35,0.0,1.72,0.0,0.0,348.0,228.0,7.0,59.0,0.0,54.0,FL
104,2021,12,9E,Endeavor Air Inc.,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",139.0,9.0,3.95,0.21,3.12,0.0,1.72,0.0,0.0,776.0,595.0,7.0,52.0,0.0,122.0,TN
105,2021,12,9E,Endeavor Air Inc.,TUL,"Tulsa, OK: Tulsa International",14.0,2.0,0.0,0.65,1.0,0.0,0.35,0.0,0.0,36.0,0.0,13.0,16.0,0.0,7.0,OK
106,2021,12,9E,Endeavor Air Inc.,TVC,"Traverse City, MI: Cherry Capital",97.0,12.0,6.96,1.76,3.09,0.0,0.19,1.0,0.0,559.0,350.0,100.0,102.0,0.0,7.0,MI
107,2021,12,9E,Endeavor Air Inc.,TYS,"Knoxville, TN: McGhee Tyson",274.0,34.0,13.73,4.0,8.46,2.0,5.82,0.0,0.0,2168.0,1055.0,358.0,407.0,47.0,301.0,TN
108,2021,12,9E,Endeavor Air Inc.,VLD,"Valdosta, GA: Valdosta Regional",83.0,18.0,3.0,8.54,4.73,0.0,1.73,5.0,2.0,4099.0,97.0,3657.0,170.0,0.0,175.0,GA
109,2021,12,9E,Endeavor Air Inc.,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FL
110,2021,12,9E,Endeavor Air Inc.,XNA,"Fayetteville, AR: Northwest Arkansas Regional",114.0,13.0,2.27,1.0,4.14,0.0,5.59,0.0,0.0,427.0,64.0,41.0,129.0,0.0,193.0,AR
111,2021,12,AA,American Airlines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",291.0,37.0,12.4,0.48,10.14,0.0,13.97,2.0,0.0,1844.0,780.0,25.0,353.0,0.0,686.0,NM
112,2021,12,AA,American Airlines Inc.,ALB,"Albany, NY: Albany International",87.0,8.0,4.73,0.0,1.36,0.0,1.9,0.0,0.0,277.0,184.0,0.0,57.0,0.0,36.0,NY
113,2021,12,AA,American Airlines Inc.,AMA,"Amarillo, TX: Rick Husband Amarillo International",30.0,9.0,3.08,0.0,0.51,0.0,5.4,0.0,0.0,472.0,134.0,0.0,18.0,0.0,320.0,TX
114,2021,12,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",718.0,130.0,60.9,0.0,19.44,1.87,47.79,1.0,0.0,10649.0,4739.0,0.0,556.0,42.0,5312.0,GA
115,2021,12,AA,American Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",1386.0,247.0,85.45,1.66,64.38,0.55,94.95,8.0,1.0,13839.0,5812.0,285.0,2192.0,16.0,5534.0,TX
116,2021,12,AA,American Airlines Inc.,AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",28.0,3.0,1.94,0.0,1.06,0.0,0.0,0.0,0.0,154.0,108.0,0.0,46.0,0.0,0.0,PA
117,2021,12,AA,American Airlines Inc.,BDL,"Hartford, CT: Bradley International",240.0,53.0,23.48,0.16,7.43,0.91,21.02,1.0,0.0,2632.0,1284.0,14.0,275.0,44.0,1015.0,CT
118,2021,12,AA,American Airlines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",60.0,22.0,6.18,0.0,0.51,0.0,15.31,1.0,0.0,1241.0,229.0,0.0,21.0,0.0,991.0,AL
119,2021,12,AA,American Airlines Inc.,BNA,"Nashville, TN: Nashville International",715.0,107.0,42.97,1.25,19.98,0.0,42.8,5.0,1.0,6682.0,2794.0,62.0,647.0,0.0,3179.0,TN
120,2021,12,AA,American Airlines Inc.,BOI,"Boise, ID: Boise Air Terminal",60.0,9.0,5.08,0.0,1.21,0.0,2.72,0.0,0.0,286.0,185.0,0.0,24.0,0.0,77.0,ID
121,2021,12,AA,American Airlines Inc.,BOS,"Boston, MA: Logan International",1732.0,195.0,83.64,0.0,29.63,0.89,80.84,7.0,0.0,12775.0,5761.0,0.0,810.0,16.0,6188.0,MA
122,2021,12,AA,American Airlines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",137.0,20.0,7.3,0.0,3.03,1.0,8.67,0.0,1.0,1375.0,458.0,0.0,88.0,34.0,795.0,NY
123,2021,12,AA,American Airlines Inc.,BUR,"Burbank, CA: Bob Hope",92.0,20.0,9.27,0.0,6.09,0.0,4.64,0.0,5.0,828.0,513.0,0.0,180.0,0.0,135.0,CA
124,2021,12,AA,American Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",277.0,53.0,22.76,0.0,7.48,0.95,21.81,3.0,0.0,3599.0,1432.0,0.0,311.0,100.0,1756.0,MD
